"date","USDPHP","BDO","ICT","SM","AAPL_PHP","MSFT_PHP","BTC_PHP","SPY_PHP"
2021-05-18,47.922,102.5,139.9,927,5826.9749538,11153.6394354,2056304.3770206,18390.3694086
2021-05-19,47.955,102.7,140,924,5823.5161305,11188.927737,1774452.077337,18354.7810455
2021-05-20,47.917,102.6,139.8,900,5941.1665379,11334.5794737,1954186.4711211,18537.5443726
2021-05-24,48.135,101.1,139.9,906.5,5958.352467,11584.7804145,1863112.3713675,18796.3179795
2021-05-25,48.095,101.1,138,912.5,5944.032193,11618.5448155,1846954.9007565,18739.023994
2021-05-26,48.245,101.4,145.6,930,5960.2210715,11644.1285545,1895748.640404,18834.780457
2021-05-27,48.105,98.5,144,1004,5869.3728285,11509.69851,1849010.384124,18789.9813675
2021-06-01,47.706,105.8,143.5,960.5,5774.2292868,11326.787874,1750091.0702148,18651.0137244
2021-06-02,47.775,106.5,149.1,1000,5818.870785,11338.584075,1795154.2101675,18707.3666325
2021-06-03,47.7012,105.2,148.4,998,5739.27005052,11248.28163852,1870305.16963872,18609.1444428
2021-06-07,47.681,106.4,147,990,5846.4296555,11614.1665886,1600208.070467,18753.175705
2021-06-08,47.5884,106.9,149.9,1002,5874.00753024,11534.98082904,1592909.03873952,18720.74832876
2021-06-09,47.756,110.3,150,1000,5912.8327304,11622.353842,1783453.6032516,18758.6475364
2021-06-10,47.721,109,150,1009,5861.0979921,11780.9978004,1751484.6648417,18832.042788
2021-06-14,47.925,114,153.7,1000,6090.1173,11953.2378375,1927470.491055,18986.207625
2021-06-15,48.068,112.7,154,1015,6068.9647372,11918.3260096,1942248.562326,19007.9330112
2021-06-16,48.198,117.9,152,1000,6109.3230306,11905.2289266,1848251.718375,18952.923639
2021-06-17,48.505,116.4,153,999,6225.7089095,12144.9195745,1845785.2066695,19067.3155
2021-06-21,48.59,114.4,158,984,6260.753474,12246.876268,1539170.532306,19112.813333
2021-06-22,48.793,114.4,156.6,1000,6366.7399671,12432.9004163,1586048.6781386,19295.2699188
2021-06-23,48.64,114.1,161,1000,6333.51168,12382.707968,1640288.047872,19211.584
2021-06-24,48.712,113.9,159,986,6329.1306752,12467.4272192,1688476.6555,19353.837788
2021-06-28,48.677,113.2,161.4,1005,6389.5328603,12553.2969269,1676160.1686043,19447.7563082
2021-06-29,48.671,115,161.9,1015,6462.2141514,12676.9265336,1745720.5889683,19455.8185465
2021-06-30,48.922,113.2,163.7,999.5,6525.558814,12718.8345118,1714267.7738998,19572.615916
2021-07-01,49.0828,115,160,1016,6561.82554092,12793.61342636,1647813.51410416,19745.67176868
2021-07-06,49.91,114.6,164.9,1014,6903.30165,13299.487754,1708678.597423,20195.068327
2021-07-07,50.092,114.5,164,1012,7052.878462,13457.115616,1695881.0951852,20340.3424924
2021-07-08,49.96,114.2,164.5,1010,6969.579872,13301.30044,1642553.460156,20121.444956
2021-07-12,50.535,112.5,164,1019,7111.8057105,13449.546612,1675530.7635195,20643.971994
2021-07-13,50.209,110.7,165.5,990,7121.6696645,13539.1380204,1641935.9933086,20440.8772022
2021-07-14,50.188,111.5,167.5,1010,7290.258692,13607.1662932,1647287.9863676,20462.8169804
2021-07-15,50.268,109.5,162.8,990,7269.079542,13557.4605648,1597553.760774,20425.4316276
2021-07-19,51.087,108.5,159,951,7087.4936406,13581.2541672,1574390.583384,20291.2506387
2021-07-21,50.307,104.1,157,940,7123.8132876,13585.8430209,1615392.6528738,20431.8761466
2021-07-22,50.187,107.6,157.1,960,7175.2504461,13781.7316212,1621697.8257285,20425.8229341
2021-07-26,50.298,102.3,154.1,945,7298.4007536,13952.6802894,1878003.3454896,20732.3728584
2021-07-27,50.464,106.4,163,956,7213.3796704,13877.171056,1988631.8908096,20705.9948608
2021-07-28,50.22,104.2,162,954,7090.948494,13794.650568,2008594.409364,20597.43168
2021-07-29,50.255,106.2,159.8,956,7128.1943275,13817.7680405,2010623.2425845,20697.270475
2021-08-02,49.965,106.5,161,945,7081.219674,13657.4780685,1958725.1969145,20434.9405215
2021-08-03,49.827,111,167.1,964.5,7150.9567839,13729.7401614,1901048.5593735,20544.2849721
2021-08-04,49.764,112.9,174.8,964,7122.0395532,13683.2438028,1977994.7840796,20417.3829288
2021-08-05,50.25,111,177,963,7196.980875,13962.03285,2053695.123675,20747.345625
2021-08-09,50.383,110.8,186,989,7179.174436,13941.4446619,2336028.0640809,20819.6814389
2021-08-10,50.547,109.1,184,989,7178.3867127,13895.1428385,2304186.5720664,20913.4320381
2021-08-11,50.361,111.5,180,1008,7164.7386036,13868.663985,2296141.1378487,20888.2521144
2021-08-12,50.587,109.3,178.8,979,7346.395901,14069.7471339,2247493.8607017,21044.8749245
2021-08-16,50.815,108.8,182,964,7490.0344515,14366.7572605,2337717.874786,21228.0627985
2021-08-17,50.617,111.1,184,960,7414.934947,14236.9372943,2262345.0067498,21006.7383295
2021-08-18,50.495,112.8,184.3,1000,7208.4288735,14115.715666,2262235.9628125,20726.7381945
2021-08-19,50.401,112,183,999,7211.7228469,14382.1521545,2354612.6538181,20720.1887867
2021-08-23,50.27,111,180,965,7340.571183,14725.656451,2490684.880068,21014.011183
2021-08-24,49.8868,112.9,177.3,987,7280.230158,14516.02614324,2379905.52753296,20886.9296882
2021-08-25,49.82,113.5,180,1010,7209.257902,14467.369296,2439226.512962,20902.733282
2021-08-26,49.8779,111.9,180,982,7177.74404077,14344.14085929,2341379.29508452,20803.49350636
2021-08-31,49.628,109.9,186.1,1009,7349.4402968,14405.4153412,2340788.36725,20945.0904504
2021-09-01,50.02,113,180,985,7440.665076,14516.794396,2443328.305546,21121.750322
2021-09-02,49.81,114.6,178,981,7464.815498,14423.277479,2457013.867687,21097.782612
2021-09-07,49.9878,114.8,180,1015,7639.68046302,14428.14367374,2339985.34922742,21092.2772283
2021-09-08,50.265,114.3,186.5,1025,7604.581797,14509.6004565,2316783.748509,21183.400116
2021-09-09,49.8036,114.8,186,1008,7484.25591144,14234.6657376,2310459.81973884,20899.10458944
2021-09-13,49.935,113.4,191,1009,7283.858658,14259.73821,2245231.110177,20842.239819
2021-09-14,49.96,113,188,988,7217.82112,14401.384668,2352740.910312,20740.139604
2021-09-15,49.714,110.7,186,1015,7226.402183,14570.9099158,2395038.9495578,20810.3997136
2021-09-16,50.04,111.9,191,1005,7262.08002,14685.704172,2391079.304376,20913.657552
2021-09-20,50.135,112,190.9,986,6989.801646,14187.1772325,2147973.953108,20403.280518
2021-09-21,50.217,110.5,190.5,983,7025.2327575,14234.5208634,2043514.3176486,20417.3433591
2021-09-22,50.355,110.5,193,975,7163.3965545,14456.658654,2194194.340269,20673.164682
2021-09-23,50.1776,111,193,976,7186.11975312,14453.01038896,2252728.25435152,20850.63431792
2021-09-27,50.9606,113,204,960,7225.68818582,14414.4350327,2152358.1677183,21150.19820224
2021-09-28,51.0061,113.6,195.2,977,7060.00423089,13904.98204601,2093012.0037123,20742.47726626
2021-09-29,51.09,113.4,200,987,7117.465407,13951.437513,2123523.320997,20811.572808
2021-09-30,51.105,110.6,195,990,7053.256575,13853.3236485,2237933.6634225,20563.241502
2021-10-04,50.945,113,195.4,990,6913.9038795,13868.2428055,2502056.8076735,20474.9738075
2021-10-05,50.51,112.5,195,1000,6951.923646,14024.232826,2602013.179375,20511.373554
2021-10-06,50.967,114.5,192.2,1000,7059.0671109,14364.2946384,2821606.9813764,20782.966491
2021-10-07,50.647,116,185.6,980,7078.4703023,14358.8448701,2725111.6919068,20831.0401942
2021-10-11,51,127.2,185,1005,7103.9277,14428.5222,2931724.2441,20786.3913
2021-10-12,50.975,127.2,178.6,999,7035.8090825,14355.2787475,2856692.962135,20725.0535775
2021-10-13,50.41,130.3,174.5,975,6928.330236,14362.418961,2893589.335057,20569.079637
2021-10-14,50.805,128,169.1,1000,7123.8415365,14789.559042,2912219.996337,21078.943695
2021-10-18,51.03,133,183.4,970,7294.258818,15077.818791,3165190.765443,21396.700395
2021-10-19,50.917,131.8,180,1008,7387.8632154,15090.4545912,3272027.8568474,21514.0262021
2021-10-20,50.9,131,175,1025,7410.22051,15045.28159,3359035.34731,21591.31681
2021-10-21,50.94,126.4,183,1038,7426.97559,15221.192922,3168986.156586,21664.644462
2021-10-25,50.767,129,183.4,1021,7360.1590464,15041.1198425,3200342.7551614,21684.3676217
2021-10-26,50.84,130,189,1028,7404.459616,15159.537292,3068895.23612,21735.09138
2021-10-27,50.628,129.7,183,990,7350.375552,15732.0890292,2960846.2738476,21548.5627512
2021-10-28,50.69,127,189,992,7543.295487,15808.872784,3072936.109323,21783.130287
2021-11-02,50.416,125.2,177,1005,7377.1312832,16149.0413728,3187622.2983568,21834.615024
2021-11-03,50.273,126.6,178,998,7428.288207,16145.2895779,3165693.1678037,21905.6101363
2021-11-04,50.685,126.4,178,990,7462.9658385,16396.5214725,3114706.3028925,22189.2087525
2021-11-05,50.46,129,187.3,998,7456.44897,16305.296226,3084401.600868,22167.35553
2021-11-08,50.328,133,190,974.5,7395.649272,16307.6459544,3400503.3246168,22128.240204
2021-11-09,50.161,132,196,984,7389.2369744,16203.3774114,3359373.8693241,21981.9145792
2021-11-10,50.24,130,193.6,975,7259.046976,15980.108096,3265360.38032,21839.418432
2021-11-11,50,130,192,979,7221.93,15982.14,3247498.045,21742.115
2021-11-12,50.125,130,192,990,7343.783675,16228.8559625,3215816.562675,21960.9705125
2021-11-15,49.81,127.4,190,990,7298.121352,16095.742868,3165817.559491,21830.42794
2021-11-16,50.22,127.2,195,998,7407.24912,16394.334066,3021297.779142,22097.236914
2021-11-17,50.498,129.7,194.8,975,7571.0742436,16496.2776062,3048463.8548266,22165.5769706
2021-11-18,50.335,128,192.9,975,7761.989211,16547.2839385,2866182.4507945,22169.0692175
2021-11-19,50.325,125.6,189,975,7892.18793,16633.1925375,2924867.7678825,22125.033975
2021-11-22,50.3748,128,193,975,7923.1248558,16490.48799132,2835561.68055468,22084.58434392
2021-11-23,50.5685,133.5,198,985,7972.8522114,16449.1644088,2911181.7286827,22198.89893895
2021-11-24,50.4492,132.1,195.1,988,7980.16039932,16421.53747488,2839302.45726936,22205.65428804
2021-11-26,50.1947,127,195.5,979.5,7688.38243264,15940.75753395,2688918.31336232,21600.87252899
2021-11-29,50.365,124,197.9,980,7883.210384,16332.029791,2911427.716736,21940.0264825
2021-12-01,50.377,118,192.9,932,8108.0018305,16018.0623526,2883067.0501937,21279.2498377
2021-12-02,50.435,119.3,198.1,947.5,8067.5775565,16007.836999,2848458.670134,21630.0433195
2021-12-03,50.356,120,194,939,7960.4980464,15668.4406104,2698993.2806116,21408.2390568
2021-12-06,50.3279,120,199.9,935,8127.13550523,15813.86162314,2545717.2927375,21649.69869391
2021-12-07,50.465,120,197.9,959.5,8438.1365805,16281.331183,2558579.8349435,22157.718015
2021-12-09,50.3,124.9,200,950,8576.61276,16139.9119,2397907.69133,21994.24842
2021-12-10,50.445,123.5,197.4,940,8842.292181,16645.155048,2383188.5055915,22265.293032
2021-12-13,48.9759,124.5,195.5,944.5,8407.29604821,16012.26400503,2289010.17121995,21425.37432843
2021-12-14,50.448,127,195.5,968,8590.5175008,15956.0768448,2351514.0994944,21917.5321392
2021-12-15,50.365,127,193.6,950,8820.8908445,16235.9686265,2462683.4387855,22223.3698995
2021-12-16,50.205,126.5,196.7,979,8447.623833,15712.8546495,2393042.702289,21957.4127955
2021-12-17,49.99,125.3,197.9,999,8356.763313,15592.595857,2309645.203555,21630.692996
2021-12-20,49.78,127,193.5,980,8254.066602,15340.558238,2333700.203994,21310.788132
2021-12-21,49.7291,123.6,193.2,971,8403.00948287,15678.40665033,2433573.73645703,21667.0683282
2021-12-22,49.8075,122.2,193.5,943,8545.1838915,15986.67840975,2422064.59649775,21918.208758
2021-12-23,50.19,123.8,197.5,979,8642.185986,16181.486874,2548876.017429,22223.956335
2021-12-27,49.8821,125.3,195,968.5,8786.50245734,16455.09218337,2526050.3947178,22400.2054723
2021-12-28,50.2,125,204,987,8791.5009,16501.93476,2388960.5461,22524.5392
2021-12-29,50.635,127,205,971,8872.133049,16679.06773,2351727.9364215,22748.7915135
2021-12-31,51.235,120.7,200,943,8886.680009,16598.8437545,2372510.7249455,22896.8651415
2022-01-03,50.8681,120,195,932,9043.65637384,16403.04960944,2363236.15154132,22864.52423065
2022-01-05,51.575,123.5,198,929.5,8812.1509175,15718.3425525,2247071.3761425,22729.4996275
2022-01-06,50.89,123,193.5,947,8549.962743,15387.024065,2196459.712433,22406.546393
2022-01-07,51.57,123,194,937,8672.769279,15600.574782,2143141.021611,22616.183367
2022-01-10,51.2016,125,199.5,940,8611.81215072,15500.47029456,2141315.51305872,22426.66945152
2022-01-11,51.57,122.5,194.1,930,8819.357004,15647.271417,2203888.068135,22793.769819
2022-01-12,50.86,126.8,195.7,950,8720.292848,15593.030078,2235251.307376,22540.729862
2022-01-13,51,129.7,203,950,8577.9042,14974.1967,2172170.0853,22291.3401
2022-01-14,51.245,129.5,198.5,947,8663.1671055,15312.702932,2208644.085504,22407.5885555
2022-01-18,51.52,130,211.4,968,8545.091744,15020.176864,2183192.601856,22128.875552
2022-01-19,51.76,127.9,204.4,959,8404.405776,15124.049432,2160686.422456,22001.115952
2022-01-20,51.352,129.3,200.2,958,8251.88126,14919.2554784,2089020.825136,21586.1059064
2022-01-21,51.54,129.5,199.9,959,8176.372602,14697.337098,1879010.087256,21239.824698
2022-01-24,51.16,127.4,201,950,8076.608736,14605.729792,1875235.425596,21172.765524
2022-01-25,51.497,127.2,202,950,8037.2552331,14311.0420485,1903020.3388383,21052.0302467
2022-01-26,51.0276,124.6,204,950,7959.50446668,14584.64229612,1880475.29464236,20807.8051038
2022-01-27,51.45,127,204.6,951,8001.776685,14860.49901,1910762.15988,20876.4549
2022-01-28,51.345,134,197.5,939,8542.6527375,15246.6256215,1940036.52654,21351.263724
2022-01-31,50.9749,135,200,949,8702.64902258,15270.29082101,1961673.4485625,21579.14834461
2022-02-02,51.137,139.7,200.2,965,8783.2706652,15441.0114706,1889664.7632628,22005.7494141
2022-02-03,51.1,139,203,949,8630.16658,14828.8112,1898600.14176,21472.95584
2022-02-04,51.057,136.5,202,976.5,8608.4246394,15047.00847,2118910.174875,21555.7752528
2022-02-07,51.0699,136.3,204.4,950,8574.13572498,14805.3172197,2238918.98113548,21492.02690145
2022-02-08,51.68,135.5,216,976,8836.794208,15161.90424,2280041.253104,21927.72064
2022-02-09,51.655,138,221,962.5,8905.776564,15485.466492,2290320.5538695,22237.901071
2022-02-10,51.397,138,219,940,8652.1761197,14970.9489982,2239116.1282801,21729.2998589
2022-02-11,51.4,134.9,206,911,8477.7361,14608.39914,2179767.9875,21302.07722
2022-02-14,51.1353,138.3,208.6,940,8446.07886336,14531.18979042,2177694.8280054,21123.08222166
2022-02-15,51.45,135.9,216,940,8694.81333,14891.724015,2293394.199495,21595.8288
2022-02-16,51.29,136,217.8,937,8655.736303,14828.082612,2254803.768626,21552.796576
2022-02-17,51.377,135,215.6,927,8486.0007424,14418.3025621,2082721.4271109,21128.1798637
2022-02-18,51.42,134.5,217,921,8413.643778,14291.39199,2058392.816772,21008.941926
2022-02-22,51.53,135,220,895,8281.458442,14311.519654,1972878.986769,20827.941618
2022-02-23,51.387,134.8,216,880,8044.8763689,13902.2595348,1916558.8580061,20401.7129883
2022-02-24,51.12,130.1,210,871,8136.571032,14536.651896,1959562.992528,20601.135072
2022-02-28,51.218,129.2,210.6,892,8271.3894484,14772.167515,2212271.0794992,21042.070203
2022-03-01,51.28,132.6,218,947,8185.10848,14599.969824,2274505.769976,20746.672664
2022-03-02,51.44,131,218,930,8379.689168,14905.712216,2259456.588768,21194.25736
2022-03-03,51.597,131,228,957,8388.6093018,14738.5385784,2190384.9621927,21153.1137363
2022-03-04,51.53,130,226.2,932,8223.502651,14417.960022,2016760.811415,20954.00461
2022-03-07,51.85,130,229,929,8078.31296,13959.45106,1973516.727335,20462.586945
2022-03-08,52.63,124,219,890,8104.098975,14013.990094,2038742.493785,20612.934225
2022-03-09,52.603,125.4,225,871,8383.4190145,14649.1306741,2208427.8458574,21154.7277946
2022-03-10,52.18,126.9,233,908,8089.924584,14384.758026,2057846.709762,20889.861214
2022-03-11,52.507,127,226,909,7945.989324,14195.1309318,2037007.6315589,20753.4915133
2022-03-14,52.344,124.1,212,880,7710.9097968,13967.6509296,2076316.5661416,20537.8645752
2022-03-15,52.65,129.7,220,911,7986.167865,14593.61124,2071187.04078,21112.202475
2022-03-16,52.517,129.2,218,900,8197.1317001,14923.7716451,2160755.7560549,21525.8360144
2022-03-17,52.267,133,224.8,906,8210.7641509,14894.6001638,2140405.7209663,21691.3903904
2022-03-18,52.27,127.8,224.8,902.5,8383.005103,15158.326135,2184946.434574,21930.228709
2022-03-21,52.542,126.1,220.2,880,8498.5686702,15172.7950332,2158320.0710862,22037.901228
2022-03-22,52.637,130.4,227.8,882,8691.0319262,15449.1963665,2229640.6082782,22336.089854
2022-03-23,52.5,130,220.4,867,8739.78525,15177.393,2251880.2425,21991.053
2022-03-24,52.527,130,222,885,8942.5799271,15418.9384137,2309135.9592072,22334.0339205
2022-03-25,52.407,132.5,224,897,8955.465381,15362.4674439,2324183.9193135,22391.8288353
2022-03-28,52.12,131.6,218,900,8951.281644,15631.522892,2456311.563268,22427.606052
2022-03-29,52.048,132,216,896,9109.9562352,15846.560104,2470496.341064,22673.6858544
2022-03-30,52.11,133,222,898,9060.15726,15787.469673,2452435.426251,22560.524244
2022-03-31,51.806,132.7,224.8,909,8847.1903724,15417.828242,2359176.6384948,22083.7010814
2022-04-04,51.417,131.2,224.8,890,8973.3616821,15632.6035869,2397198.1216086,22168.2904407
2022-04-05,51.39,133.4,226,889,8798.764545,15421.512042,2341122.439158,21876.779529
2022-04-06,51.461,133.4,222,882,8648.3555465,14877.5191908,2223461.9596563,21687.9451223
2022-04-07,51.564,130,218,870,8681.2944144,15000.3749556,2243232.4028028,21840.860352
2022-04-11,52.245,130.1,223,865,8469.43695,14386.036914,2064821.7856635,21692.9128995
2022-04-12,52.21,129,218.6,865,8561.29138,14215.127943,2095040.255756,21598.055286
2022-04-13,52.205,128.5,220.4,872.5,8700.3756695,14493.9508365,2149109.1657525,21843.3394135
2022-04-18,52.42,129.4,223.6,865,8462.941658,14194.376714,2140110.179816,21669.096532
2022-04-19,52.677,129.8,224.8,871.5,8624.4733449,14507.0192889,2186240.36175,22126.8474252
2022-04-20,52.33,132.5,231,877,8558.963975,14465.00627,2165121.247837,21964.78488
2022-04-21,52.517,135,222.2,865,8547.9452601,14235.3420472,2128375.5384261,21713.6525615
2022-04-25,52.536,133,226.2,885,8369.142408,14235.9320928,2125517.7006096,21247.9645488
2022-04-26,52.44,131,223,860,8042.020104,13678.412892,1998879.649596,20594.902788
2022-04-27,52.25,128.4,218.6,851,8001.1261,14284.523,2050348.577475,20577.98325
2022-04-28,52.56,132.6,220,860,8412.033528,14694.48828,2090512.404936,21222.944856
2022-05-02,52.73,128,215.6,849,8146.315703,14479.373258,2031651.470713,20628.171101
2022-05-04,52.48,127.8,215,849,8521.392768,14689.855232,2083370.515328,21252.557952
2022-05-05,52.41,129,211,861,8035.878552,14031.299538,1916903.118846,20469.841833
2022-05-10,52.54,129,219.8,845,7951.345806,13667.976268,1629943.491748,19790.66212
2022-05-11,52.347,129,218,825,7511.4437751,13165.532235,1514731.4013585,19404.7240527
2022-05-12,52.66,126.7,214.8,828,7353.136972,12979.92643,1529654.62032,19500.36662
2022-05-16,52.44,126,207.6,808,7475.474076,13237.014924,1566011.41992,19802.487192
2022-05-17,52.48,126.5,203,832,7671.36896,13516.607104,1596748.996352,20225.251456
2022-05-18,52.36,127,217.8,870,7222.004328,12871.700688,1503793.41574,19365.55544
2022-05-19,52.13,131.8,211.4,839,7013.106243,12767.752582,1580286.23142,19162.398931
2022-05-23,52.37,126.8,210,848,7340.854773,13207.059375,1523909.927174,19619.367863
2022-05-24,52.435,123.5,213.8,830,7208.7270955,13171.1948415,1554990.6466665,19493.7651935
2022-05-25,52.253,123.9,211.6,833,7191.893908,13272.0947904,1544722.0650089,19597.7227885
2022-05-26,52.37,123.2,220,835,7375.21473,13473.07279,1532724.552302,20034.070182
2022-05-31,52.34,133.4,217,858,7630.397368,13767.686322,1664009.53157,20399.033472
2022-06-01,52.64,131.9,210.2,850,7667.431856,13874.609056,1568623.576464,20350.008112
2022-06-02,52.315,128.1,215.8,856,7748.196779,13898.2801695,1593906.6504145,20609.5099445
2022-06-06,53.07,129,215.4,861,7596.471642,13799.505522,1664841.557733,20626.435629
2022-06-07,52.74,128.3,214,864,7681.997646,13905.048672,1643139.93609,20694.801546
2022-06-08,53.16,129,211,852,7704.122628,13908.288012,1606195.13838,20632.820688
2022-06-09,53.14,129.8,203,862,7424.32225,13614.101334,1600151.57372,20134.53344
2022-06-13,53.5,124.7,200,806,6910.77155,12540.1111,1203075.29545,18935.8328
2022-06-14,53.46,124.4,195,830,6951.681792,12646.080612,1187175.15378,18864.660078
2022-06-15,53.313,121.3,190,795,7071.9907752,12986.3057493,1203425.8082574,19080.989265
2022-06-16,53.61,123.8,186.4,809.5,6829.410066,12706.459926,1092660.277944,18552.260517
2022-06-21,54.41,123,195.1,774,7240.958974,13357.758379,1126863.620857,19344.719201
2022-06-22,54.4,120,186.7,763,7211.92224,13323.19648,1087294.39392,19306.09216
2022-06-23,54.67,116.5,180,769.5,7404.078374,13692.407652,1152764.89559,19592.109768
2022-06-27,54.86,118.1,188,799.5,7611.967636,14060.063914,1137548.35051,20207.785234
2022-06-28,54.89,116.5,195,829,7389.247888,13621.112681,1113204.044172,19805.711695
2022-06-29,55.05,114.3,195.9,820,7507.30062,13862.15151,1106726.48817,19847.26458
2022-06-30,55.07,110.5,184,782,7374.64398,13684.426905,1089544.893862,19693.169675
2022-07-05,55.31,118.7,186,792,7668.985926,14066.223491,1116715.271712,20025.942363
2022-07-06,55.965,119.5,194.3,839,7834.3556655,14414.737155,1149982.5929865,20331.52485
2022-07-07,56.037,116.3,186.2,844,8032.6966131,14552.0187783,1212505.5131523,20662.5846507
2022-07-11,56.157,119.8,189.4,838,7968.4929819,14371.8229854,1121486.5469862,20453.4519987
2022-07-12,56.18,122,184,813,8026.234352,13788.487738,1085617.494138,20280.760898
2022-07-13,56.447,119.9,182.8,797,8043.923288,13802.138205,1140910.9523674,20270.1289894
2022-07-14,56.23,123,186.5,775.5,8177.124044,13823.065884,1156646.595977,20143.171686
2022-07-18,56.51,121,178,781,8140.355916,13901.194403,1270666.313645,20459.891929
2022-07-19,56.25,117.5,186,796,8319.425625,14124.594375,1315655.64,20916.016875
2022-07-20,56.35,118,182,788,8446.80865,14299.088615,1309108.12074,21086.7335
2022-07-21,56.417,121,181,774,8584.5009872,14456.3767055,1306878.8686513,21326.7994736
2022-07-25,55.837,115.6,180.5,789,8364.9912233,13983.0700642,1192773.3099044,20937.1161345
2022-07-26,55.542,114,184.2,790,8247.3538212,13536.7851072,1179698.4111138,20580.0994524
2022-07-27,55.53,117,185,780,8527.858713,14438.621844,1273333.374864,21109.929408
2022-07-28,55.897,119.4,189.7,800,8614.8791782,14948.8589126,1332801.7348699,21515.9570855
2022-08-01,55.44,113.8,183.9,780,8770.341888,14912.467416,1292539.203648,21587.049792
2022-08-02,55.697,112.6,188,769,8729.168022,14809.6930575,1279812.1936884,21544.045176
2022-08-03,55.698,117.3,185,795,9063.2008392,15222.2132718,1272504.7914444,21881.8059096
2022-08-04,55.587,118.7,187.9,792,9027.7123503,15255.3407496,1257987.006759,21823.4395239
2022-08-08,55.47,117.9,184,778,8970.086982,15044.51793,1320712.205061,21715.456617
2022-08-09,55.67,115,181,805,9005.156932,15205.403182,1289557.605328,21707.219389
2022-08-10,55.45,112.8,178,809,9204.52256,15513.351855,1327896.78217,22075.56547
2022-08-11,55.46,115.9,184,845,9165.386152,15401.319644,1328684.574978,22079.546636
2022-08-15,56.05,120,184.6,860,9521.275155,15914.9491,1352877.319835,22785.709435
2022-08-16,55.87,125.4,188,880,9481.932354,15822.758329,1334359.46817,22757.02427
2022-08-17,56,128.2,186,882,9587.48,15817.76,1306815.888,22648.0632
2022-08-18,56.007,127.6,186,880,9566.7068889,15757.289415,1300075.8339681,22716.7304364
2022-08-22,56.3,126.5,184.8,850,9253.40044,15161.74764,1204758.53166,22059.60675
2022-08-23,56.087,125,184.2,842,9199.6870011,15033.1444362,1207445.8660473,21922.9780815
2022-08-24,56.155,127,185,851,9227.367138,15015.981772,1201437.3200225,22019.824299
2022-08-25,56.11,128.8,188,880,9357.560087,15170.421423,1212026.740273,22312.797987
2022-08-30,56.3,131.4,184,875.5,8775.18261,14354.94049,1114560.32418,21251.61167
2022-08-31,56.233,128.8,181.2,831,8671.5334776,14256.0720707,1127458.3621421,21064.8143204
2022-09-01,56.845,130.5,182.9,840,8807.166385,14352.248338,1144127.307407,21360.884399
2022-09-06,57.12,128,182,877,8657.604144,14025.696048,1076007.59616,21157.756368
2022-09-07,57.12,124.2,181.6,841,8737.720656,14293.743072,1101863.318304,21537.855696
2022-09-08,57.185,125,182.1,840,8663.5332185,14333.854856,1105376.55729,21703.3029615
2022-09-12,56.885,128,190,885,9118.5574185,14707.070654,1272543.002742,22160.484664
2022-09-13,57.11,129.9,187.2,884.5,8617.436409,13953.469282,1159144.93677,21280.72797
2022-09-14,56.92,125.1,185.7,859.5,8670.839896,13919.740464,1152122.831416,21290.863388
2022-09-15,57.38,122.5,185,850,8575.446738,13651.688936,1130455.481442,21219.255974
2022-09-19,57.314,120.5,182,835,8684.1943544,13588.1979876,1120152.2037746,21196.264678
2022-09-20,57.67,123.1,183.8,828,8875.026611,13556.850221,1089431.807397,21083.108173
2022-09-21,58.13,120.5,181,818.5,8764.504246,13467.721164,1078160.385252,20880.569211
2022-09-22,58.478,122.8,181,819.5,8760.764614,13663.443178,1135265.6236824,20829.132625
2022-09-27,59.1,115,181,763,8797.13547,13546.902,1129433.32179,20440.91109
2022-09-28,58.71,111.2,181.5,733,8628.526506,13722.775593,1140542.772297,20705.566863
2022-09-29,58.6,114.1,174.3,760,8189.32656,13494.22634,1146980.77688,20235.07224
2022-10-03,59.025,111.4,162.8,760,8246.984805,13777.52106,1158281.8154025,20596.431405
2022-10-04,58.67,113,165,794,8407.422734,14157.704636,1193162.625746,21106.931456
2022-10-05,58.8,115.9,171.1,785,8443.3566,14207.3148,1185450.14784,21104.45484
2022-10-06,59.01,114.4,176,760,8417.369331,14120.166543,1177570.715034,20961.337467
2022-10-10,59.15,111.1,177.5,760,8146.676265,13147.73187,1132218.80226,20269.03697
2022-10-11,59.078,114.8,178,759,8053.3180026,12911.7686588,1125519.672604,20116.1594326
2022-10-12,58.82,116,175,764,7981.221098,12874.774526,1126840.932546,19962.237488
2022-10-13,59.1,118,178,788.5,8288.76909,13422.5556,1145529.64413,20586.60441
2022-10-17,58.957,118,172,799,8235.1668213,13578.150842,1152654.0276146,20584.4945994
2022-10-18,58.92,123,176.6,786,8307.443076,13625.04378,1139183.79072,20813.28378
2022-10-19,59.215,123,173.4,799,8355.425988,13577.2829985,1133347.576868,20769.258588
2022-10-20,59.02,122.5,175,777,8300.702644,13513.685458,1124551.746604,20527.279942
2022-10-25,58.69,122.2,173.6,773,8769.500883,14263.818054,1179425.870806,21502.366811
2022-10-26,58.18,123.2,170.4,792,8522.666022,13048.895482,1208424.280652,21154.922888
2022-10-27,58.295,127,177.5,830,8279.359034,12816.377271,1182562.8037905,21083.55265
2022-11-02,58.21,129.2,162.5,843,8280.413247,12422.369081,1173484.722019,20769.688902
2022-11-03,58.615,126.8,172,820,7984.453239,12176.32841,1184608.4642045,20698.843903
2022-11-04,58.945,127,177.8,835,8013.7672685,12652.945076,1246523.5018225,21114.971386
